x,y,value,group,label,facet,source,target,weight,lower,upper
12.2,7.8,7.8,,item_296,,12.2,7.8,7.8,-72.80307080516668,88.40307080516668
21.7,14.0,14.0,,item_297,,21.7,14.0,14.0,-66.60307080516668,94.60307080516668
81.7,127.6,127.6,,item_298,,81.7,127.6,127.6,46.996929194833314,208.20307080516667
50.7,45.3,45.3,,item_299,,50.7,45.3,45.3,-35.30307080516668,125.90307080516668
127.9,182.9,182.9,,item_300,,127.9,182.9,182.9,102.29692919483333,263.50307080516666
30.2,192.9,192.9,,item_301,,30.2,192.9,192.9,112.29692919483333,273.50307080516666
19.7,31.7,31.7,,item_302,,19.7,31.7,31.7,-48.90307080516668,112.30307080516668
14.6,11.3,11.3,,item_303,,14.6,11.3,11.3,-69.30307080516668,91.90307080516668
5.9,5.3,5.3,,item_304,,5.9,5.3,5.3,-75.30307080516668,85.90307080516668
3.4,0.9,0.9,,item_305,,3.4,0.9,0.9,-79.70307080516667,81.50307080516669
32.2,19.0,19.0,,item_306,,32.2,19.0,19.0,-61.60307080516668,99.60307080516668
0.0,0.0,0.0,,item_307,,0.0,0.0,0.0,-80.60307080516668,80.60307080516668
0.2,0.0,0.0,,item_308,,0.2,0.0,0.0,-80.60307080516668,80.60307080516668
55.2,1.0,1.0,,item_309,,55.2,1.0,1.0,-79.60307080516668,81.60307080516668
22.5,15.2,15.2,,item_310,,22.5,15.2,15.2,-65.40307080516668,95.80307080516668
4.3,2.2,2.2,,item_311,,4.3,2.2,2.2,-78.40307080516668,82.80307080516668
21.2,8.0,8.0,,item_312,,21.2,8.0,8.0,-72.60307080516668,88.60307080516668
150.4,117.3,117.3,,item_313,,150.4,117.3,117.3,36.69692919483332,197.9030708051667
34.4,8.0,8.0,,item_314,,34.4,8.0,8.0,-72.60307080516668,88.60307080516668
116.4,63.4,63.4,,item_315,,116.4,63.4,63.4,-17.203070805166682,144.0030708051667
9.6,6.2,6.2,,item_316,,9.6,6.2,6.2,-74.40307080516668,86.80307080516668
32.7,19.4,19.4,,item_317,,32.7,19.4,19.4,-61.20307080516668,100.00307080516669
42.3,37.6,37.6,,item_318,,42.3,37.6,37.6,-43.00307080516668,118.20307080516667
30.3,22.7,22.7,,item_319,,30.3,22.7,22.7,-57.90307080516668,103.30307080516668
51.7,68.2,68.2,,item_320,,51.7,68.2,68.2,-12.403070805166678,148.80307080516667
34.1,16.8,16.8,,item_321,,34.1,16.8,16.8,-63.80307080516668,97.40307080516668
0.4,0.0,0.0,,item_322,,0.4,0.0,0.0,-80.60307080516668,80.60307080516668
0.3,0.0,0.0,,item_323,,0.3,0.0,0.0,-80.60307080516668,80.60307080516668
35.6,16.5,16.5,,item_324,,35.6,16.5,16.5,-64.10307080516668,97.10307080516668
4.1,7.7,7.7,,item_325,,4.1,7.7,7.7,-72.90307080516668,88.30307080516668
0.0,0.0,0.0,,item_326,,0.0,0.0,0.0,-80.60307080516668,80.60307080516668
63.9,49.9,49.9,,item_327,,63.9,49.9,49.9,-30.703070805166682,130.5030708051667
311.0,252.8,252.8,,item_328,,311.0,252.8,252.8,172.19692919483333,333.4030708051667
15.9,18.9,18.9,,item_329,,15.9,18.9,18.9,-61.70307080516668,99.50307080516669
6.3,0.1,0.1,,item_330,,6.3,0.1,0.1,-80.50307080516669,80.70307080516667
0.2,0.1,0.1,,item_331,,0.2,0.1,0.1,-80.50307080516669,80.70307080516667
22.4,26.3,26.3,,item_332,,22.4,26.3,26.3,-54.30307080516668,106.90307080516668
21.1,14.2,14.2,,item_333,,21.1,14.2,14.2,-66.40307080516668,94.80307080516668
14.9,26.9,26.9,,item_334,,14.9,26.9,26.9,-53.70307080516668,107.50307080516669
32.3,26.4,26.4,,item_335,,32.3,26.4,26.4,-54.20307080516668,107.00307080516669
162.1,190.8,190.8,,item_336,,162.1,190.8,190.8,110.19692919483333,271.4030708051667
29.4,34.5,34.5,,item_337,,29.4,34.5,34.5,-46.10307080516668,115.10307080516668
4.8,4.0,4.0,,item_338,,4.8,4.0,4.0,-76.60307080516668,84.60307080516668
19.5,13.6,13.6,,item_339,,19.5,13.6,13.6,-67.00307080516669,94.20307080516667
15.9,15.7,15.7,,item_340,,15.9,15.7,15.7,-64.90307080516668,96.30307080516668
17.9,16.6,16.6,,item_341,,17.9,16.6,16.6,-64.00307080516669,97.20307080516667
10.2,13.2,13.2,,item_342,,10.2,13.2,13.2,-67.40307080516668,93.80307080516668
17.0,0.2,0.2,,item_343,,17.0,0.2,0.2,-80.40307080516668,80.80307080516668
12.2,7.4,7.4,,item_344,,12.2,7.4,7.4,-73.20307080516667,88.00307080516669
56.7,139.8,139.8,,item_345,,56.7,139.8,139.8,59.19692919483333,220.4030708051667
21.3,49.0,49.0,,item_346,,21.3,49.0,49.0,-31.60307080516668,129.60307080516668
0.8,0.3,0.3,,item_347,,0.8,0.3,0.3,-80.30307080516668,80.90307080516668
245.2,187.4,187.4,,item_348,,245.2,187.4,187.4,106.79692919483333,268.00307080516666
23.4,31.2,31.2,,item_349,,23.4,31.2,31.2,-49.40307080516668,111.80307080516668
70.9,107.4,107.4,,item_350,,70.9,107.4,107.4,26.796929194833325,188.0030708051667
6.2,6.6,6.6,,item_351,,6.2,6.6,6.6,-74.00307080516669,87.20307080516667
122.3,103.3,103.3,,item_352,,122.3,103.3,103.3,22.696929194833317,183.9030708051667
14.2,16.5,16.5,,item_353,,14.2,16.5,16.5,-64.10307080516668,97.10307080516668
13.7,15.9,15.9,,item_354,,13.7,15.9,15.9,-64.70307080516667,96.50307080516669
1177.5,1129.3,1129.3,,item_355,,1177.5,1129.3,1129.3,1048.6969291948333,1209.9030708051666
9.2,4.7,4.7,,item_356,,9.2,4.7,4.7,-75.90307080516668,85.30307080516668
54.7,74.9,74.9,,item_357,,54.7,74.9,74.9,-5.703070805166675,155.5030708051667
0.6,1.2,1.2,,item_358,,0.6,1.2,1.2,-79.40307080516668,81.80307080516668
21.2,12.6,12.6,,item_359,,21.2,12.6,12.6,-68.00307080516669,93.20307080516667
28.7,23.1,23.1,,item_360,,28.7,23.1,23.1,-57.50307080516668,103.70307080516667
71.2,22.6,22.6,,item_361,,71.2,22.6,22.6,-58.00307080516668,103.20307080516667
4.8,4.2,4.2,,item_362,,4.8,4.2,4.2,-76.40307080516668,84.80307080516668
0.1,0.0,0.0,,item_363,,0.1,0.0,0.0,-80.60307080516668,80.60307080516668
99.2,50.9,50.9,,item_364,,99.2,50.9,50.9,-29.703070805166682,131.5030708051667
1.4,2.2,2.2,,item_365,,1.4,2.2,2.2,-78.40307080516668,82.80307080516668
55.0,60.8,60.8,,item_366,,55.0,60.8,60.8,-19.803070805166683,141.4030708051667
37.2,59.8,59.8,,item_367,,37.2,59.8,59.8,-20.803070805166683,140.4030708051667
39.4,26.4,26.4,,item_368,,39.4,26.4,26.4,-54.20307080516668,107.00307080516669
393.0,123.8,123.8,,item_369,,393.0,123.8,123.8,43.19692919483332,204.4030708051667
6.2,12.1,12.1,,item_370,,6.2,12.1,12.1,-68.50307080516669,92.70307080516667
9.2,0.6,0.6,,item_371,,9.2,0.6,0.6,-80.00307080516669,81.20307080516667
14.8,1.6,1.6,,item_372,,14.8,1.6,1.6,-79.00307080516669,82.20307080516667
82.1,25.5,25.5,,item_373,,82.1,25.5,25.5,-55.10307080516668,106.10307080516668
39.3,27.0,27.0,,item_374,,39.3,27.0,27.0,-53.60307080516668,107.60307080516668
49.0,33.9,33.9,,item_375,,49.0,33.9,33.9,-46.70307080516668,114.50307080516669
14.7,8.6,8.6,,item_376,,14.7,8.6,8.6,-72.00307080516669,89.20307080516667
56.7,54.9,54.9,,item_377,,56.7,54.9,54.9,-25.703070805166682,135.5030708051667
7.0,2.1,2.1,,item_378,,7.0,2.1,2.1,-78.50307080516669,82.70307080516667
39.6,29.6,29.6,,item_379,,39.6,29.6,29.6,-51.00307080516668,110.20307080516667
22.3,21.1,21.1,,item_380,,22.3,21.1,21.1,-59.50307080516668,101.70307080516667
63.3,85.6,85.6,,item_381,,63.3,85.6,85.6,4.996929194833314,166.20307080516667
60.4,80.1,80.1,,item_382,,60.4,80.1,80.1,-0.5030708051666863,160.70307080516667
29.7,17.2,17.2,,item_383,,29.7,17.2,17.2,-63.40307080516668,97.80307080516668
0.4,0.1,0.1,,item_384,,0.4,0.1,0.1,-80.50307080516669,80.70307080516667
184.3,320.0,320.0,,item_385,,184.3,320.0,320.0,239.39692919483332,400.6030708051667
167.5,177.4,177.4,,item_386,,167.5,177.4,177.4,96.79692919483333,258.00307080516666
19.2,15.3,15.3,,item_387,,19.2,15.3,15.3,-65.30307080516668,95.90307080516668
32.4,32.0,32.0,,item_388,,32.4,32.0,32.0,-48.60307080516668,112.60307080516668
30.4,15.2,15.2,,item_389,,30.4,15.2,15.2,-65.40307080516668,95.80307080516668
21.9,3.4,3.4,,item_390,,21.9,3.4,3.4,-77.20307080516667,84.00307080516669
138.7,113.2,113.2,,item_391,,138.7,113.2,113.2,32.59692919483332,193.80307080516667
14.2,10.3,10.3,,item_392,,14.2,10.3,10.3,-70.30307080516668,90.90307080516668
10.1,8.9,8.9,,item_393,,10.1,8.9,8.9,-71.70307080516667,89.50307080516669
114.0,163.7,163.7,,item_394,,114.0,163.7,163.7,83.09692919483331,244.30307080516667
38.5,35.9,35.9,,item_395,,38.5,35.9,35.9,-44.70307080516668,116.50307080516669
62.3,24.1,24.1,,item_396,,62.3,24.1,24.1,-56.50307080516668,104.70307080516667
5.1,0.7,0.7,,item_397,,5.1,0.7,0.7,-79.90307080516668,81.30307080516668
11.8,0.0,0.0,,item_398,,11.8,0.0,0.0,-80.60307080516668,80.60307080516668
78.2,58.9,58.9,,item_399,,78.2,58.9,58.9,-21.703070805166682,139.5030708051667
45.3,18.8,18.8,,item_400,,45.3,18.8,18.8,-61.80307080516668,99.40307080516668
29.4,19.7,19.7,,item_401,,29.4,19.7,19.7,-60.90307080516668,100.30307080516668
19.4,419.3,419.3,,item_402,,19.4,419.3,419.3,338.69692919483333,499.9030708051667
124.0,133.7,133.7,,item_403,,124.0,133.7,133.7,53.09692919483331,214.30307080516667
0.5,0.1,0.1,,item_404,,0.5,0.1,0.1,-80.50307080516669,80.70307080516667
3.2,2.9,2.9,,item_405,,3.2,2.9,2.9,-77.70307080516667,83.50307080516669
14.2,5.9,5.9,,item_406,,14.2,5.9,5.9,-74.70307080516667,86.50307080516669
4.2,0.4,0.4,,item_407,,4.2,0.4,0.4,-80.20307080516667,81.00307080516669
31.3,27.0,27.0,,item_408,,31.3,27.0,27.0,-53.60307080516668,107.60307080516668
11.7,5.9,5.9,,item_409,,11.7,5.9,5.9,-74.70307080516667,86.50307080516669
38.7,23.5,23.5,,item_410,,38.7,23.5,23.5,-57.10307080516668,104.10307080516668
3.7,2.4,2.4,,item_411,,3.7,2.4,2.4,-78.20307080516667,83.00307080516669
5.5,2.8,2.8,,item_412,,5.5,2.8,2.8,-77.80307080516668,83.40307080516668
79.7,79.2,79.2,,item_413,,79.7,79.2,79.2,-1.4030708051666778,159.80307080516667
55.5,58.2,58.2,,item_414,,55.5,58.2,58.2,-22.403070805166678,138.80307080516667
17.5,6.7,6.7,,item_415,,17.5,6.7,6.7,-73.90307080516668,87.30307080516668
4.6,7.0,7.0,,item_416,,4.6,7.0,7.0,-73.60307080516668,87.60307080516668
11.0,4.8,4.8,,item_417,,11.0,4.8,4.8,-75.80307080516668,85.40307080516668
527.7,244.6,244.6,,item_418,,527.7,244.6,244.6,163.9969291948333,325.2030708051667
6.3,7.1,7.1,,item_419,,6.3,7.1,7.1,-73.50307080516669,87.70307080516667
4.2,0.5,0.5,,item_420,,4.2,0.5,0.5,-80.10307080516668,81.10307080516668
634.1,688.5,688.5,,item_421,,634.1,688.5,688.5,607.8969291948333,769.1030708051667
14.1,8.6,8.6,,item_422,,14.1,8.6,8.6,-72.00307080516669,89.20307080516667
0.0,0.0,0.0,,item_423,,0.0,0.0,0.0,-80.60307080516668,80.60307080516668
89.1,92.0,92.0,,item_424,,89.1,92.0,92.0,11.39692919483332,172.60307080516668
15.6,12.9,12.9,,item_425,,15.6,12.9,12.9,-67.70307080516667,93.50307080516669
21.3,10.6,10.6,,item_426,,21.3,10.6,10.6,-70.00307080516669,91.20307080516667
42.0,17.8,17.8,,item_427,,42.0,17.8,17.8,-62.80307080516668,98.40307080516668
23.7,26.5,26.5,,item_428,,23.7,26.5,26.5,-54.10307080516668,107.10307080516668
54.6,38.9,38.9,,item_429,,54.6,38.9,38.9,-41.70307080516668,119.50307080516669
25.6,18.5,18.5,,item_430,,25.6,18.5,18.5,-62.10307080516668,99.10307080516668
60.9,92.9,92.9,,item_431,,60.9,92.9,92.9,12.296929194833325,173.5030708051667
0.0,0.0,0.0,,item_432,,0.0,0.0,0.0,-80.60307080516668,80.60307080516668
21.2,8.3,8.3,,item_433,,21.2,8.3,8.3,-72.30307080516668,88.90307080516668
5.5,1.9,1.9,,item_434,,5.5,1.9,1.9,-78.70307080516667,82.50307080516669
26.6,33.9,33.9,,item_435,,26.6,33.9,33.9,-46.70307080516668,114.50307080516669
127.3,93.2,93.2,,item_436,,127.3,93.2,93.2,12.596929194833322,173.80307080516667
24.0,66.1,66.1,,item_437,,24.0,66.1,66.1,-14.503070805166686,146.70307080516667
1.9,0.6,0.6,,item_438,,1.9,0.6,0.6,-80.00307080516669,81.20307080516667
0.0,0.0,0.0,,item_439,,0.0,0.0,0.0,-80.60307080516668,80.60307080516668
84.5,55.8,55.8,,item_440,,84.5,55.8,55.8,-24.803070805166683,136.4030708051667
0.0,0.0,0.0,,item_441,,0.0,0.0,0.0,-80.60307080516668,80.60307080516668
4.5,4.0,4.0,,item_442,,4.5,4.0,4.0,-76.60307080516668,84.60307080516668
67.3,31.7,31.7,,item_443,,67.3,31.7,31.7,-48.90307080516668,112.30307080516668
12.1,0.5,0.5,,item_444,,12.1,0.5,0.5,-80.10307080516668,81.10307080516668
3.9,42.7,42.7,,item_445,,3.9,42.7,42.7,-37.90307080516668,123.30307080516668
11.0,2.2,2.2,,item_446,,11.0,2.2,2.2,-78.40307080516668,82.80307080516668
12.7,5.5,5.5,,item_447,,12.7,5.5,5.5,-75.10307080516668,86.10307080516668
45.5,29.6,29.6,,item_448,,45.5,29.6,29.6,-51.00307080516668,110.20307080516667
6.2,12.2,12.2,,item_449,,6.2,12.2,12.2,-68.40307080516668,92.80307080516668
54.6,55.2,55.2,,item_450,,54.6,55.2,55.2,-25.403070805166678,135.80307080516667
37.1,28.1,28.1,,item_451,,37.1,28.1,28.1,-52.50307080516668,108.70307080516667
19.5,8.7,8.7,,item_452,,19.5,8.7,8.7,-71.90307080516668,89.30307080516668
14.5,6.1,6.1,,item_453,,14.5,6.1,6.1,-74.50307080516669,86.70307080516667
5.4,1.2,1.2,,item_454,,5.4,1.2,1.2,-79.40307080516668,81.80307080516668
0.0,0.7,0.7,,item_455,,0.0,0.7,0.7,-79.90307080516668,81.30307080516668
19.2,20.8,20.8,,item_456,,19.2,20.8,20.8,-59.80307080516668,101.40307080516668
17.2,41.5,41.5,,item_457,,17.2,41.5,41.5,-39.10307080516668,122.10307080516668
19.6,8.4,8.4,,item_458,,19.6,8.4,8.4,-72.20307080516667,89.00307080516669
148.7,110.3,110.3,,item_459,,148.7,110.3,110.3,29.696929194833317,190.9030708051667
7.7,0.2,0.2,,item_460,,7.7,0.2,0.2,-80.40307080516668,80.80307080516668
70.5,106.6,106.6,,item_461,,70.5,106.6,106.6,25.996929194833314,187.20307080516667
74.8,25.0,25.0,,item_462,,74.8,25.0,25.0,-55.60307080516668,105.60307080516668
14.6,6.0,6.0,,item_463,,14.6,6.0,6.0,-74.60307080516668,86.60307080516668
2.3,35.1,35.1,,item_464,,2.3,35.1,35.1,-45.50307080516668,115.70307080516667
0.0,0.0,0.0,,item_465,,0.0,0.0,0.0,-80.60307080516668,80.60307080516668
5.6,4.3,4.3,,item_466,,5.6,4.3,4.3,-76.30307080516668,84.90307080516668
39.0,48.7,48.7,,item_467,,39.0,48.7,48.7,-31.903070805166678,129.30307080516667
12.5,7.5,7.5,,item_468,,12.5,7.5,7.5,-73.10307080516668,88.10307080516668
194.8,121.3,121.3,,item_469,,194.8,121.3,121.3,40.69692919483332,201.9030708051667
0.0,0.0,0.0,,item_470,,0.0,0.0,0.0,-80.60307080516668,80.60307080516668
0.1,0.1,0.1,,item_471,,0.1,0.1,0.1,-80.50307080516669,80.70307080516667
1.2,5.4,5.4,,item_472,,1.2,5.4,5.4,-75.20307080516667,86.00307080516669
121.4,105.2,105.2,,item_473,,121.4,105.2,105.2,24.596929194833322,185.80307080516667
22.0,16.7,16.7,,item_474,,22.0,16.7,16.7,-63.90307080516668,97.30307080516668
847.2,639.8,639.8,,item_475,,847.2,639.8,639.8,559.1969291948333,720.4030708051666
254.5,108.8,108.8,,item_476,,254.5,108.8,108.8,28.196929194833317,189.4030708051667
11.6,12.2,12.2,,item_477,,11.6,12.2,12.2,-68.40307080516668,92.80307080516668
14.9,3.6,3.6,,item_478,,14.9,3.6,3.6,-77.00307080516669,84.20307080516667
78.4,67.9,67.9,,item_479,,78.4,67.9,67.9,-12.703070805166675,148.5030708051667
91.6,52.9,52.9,,item_480,,91.6,52.9,52.9,-27.703070805166682,133.5030708051667
18.0,19.0,19.0,,item_481,,18.0,19.0,19.0,-61.60307080516668,99.60307080516668
178.8,168.6,168.6,,item_482,,178.8,168.6,168.6,87.99692919483331,249.20307080516667
86.5,83.5,83.5,,item_483,,86.5,83.5,83.5,2.8969291948333193,164.10307080516668
0.4,0.0,0.0,,item_484,,0.4,0.0,0.0,-80.60307080516668,80.60307080516668
48.9,48.9,48.9,,item_485,,48.9,48.9,48.9,-31.703070805166682,129.5030708051667
0.2,0.0,0.0,,item_486,,0.2,0.0,0.0,-80.60307080516668,80.60307080516668
32.5,40.0,40.0,,item_487,,32.5,40.0,40.0,-40.60307080516668,120.60307080516668
0.2,0.2,0.2,,item_488,,0.2,0.2,0.2,-80.40307080516668,80.80307080516668
120.1,43.9,43.9,,item_489,,120.1,43.9,43.9,-36.70307080516668,124.50307080516669
14.0,50.7,50.7,,item_490,,14.0,50.7,50.7,-29.903070805166678,131.30307080516667
61.3,92.1,92.1,,item_491,,61.3,92.1,92.1,11.496929194833314,172.70307080516667
10.9,2.9,2.9,,item_492,,10.9,2.9,2.9,-77.70307080516667,83.50307080516669
0.1,0.0,0.0,,item_493,,0.1,0.0,0.0,-80.60307080516668,80.60307080516668
3.5,0.6,0.6,,item_494,,3.5,0.6,0.6,-80.00307080516669,81.20307080516667
20.8,6.2,6.2,,item_495,,20.8,6.2,6.2,-74.40307080516668,86.80307080516668
47.3,20.9,20.9,,item_496,,47.3,20.9,20.9,-59.70307080516668,101.50307080516669
26.4,26.7,26.7,,item_497,,26.4,26.7,26.7,-53.90307080516668,107.30307080516668
306.8,335.7,335.7,,item_498,,306.8,335.7,335.7,255.0969291948333,416.30307080516667
19.5,10.2,10.2,,item_499,,19.5,10.2,10.2,-70.40307080516668,90.80307080516668
8.6,8.1,8.1,,item_500,,8.6,8.1,8.1,-72.50307080516669,88.70307080516667
4.9,1.3,1.3,,item_501,,4.9,1.3,1.3,-79.30307080516668,81.90307080516668
14.6,17.0,17.0,,item_502,,14.6,17.0,17.0,-63.60307080516668,97.60307080516668
5.7,4.2,4.2,,item_503,,5.7,4.2,4.2,-76.40307080516668,84.80307080516668
22.4,30.5,30.5,,item_504,,22.4,30.5,30.5,-50.10307080516668,111.10307080516668
2.9,12.4,12.4,,item_505,,2.9,12.4,12.4,-68.20307080516667,93.00307080516669
86.0,66.9,66.9,,item_506,,86.0,66.9,66.9,-13.703070805166675,147.5030708051667
48.8,31.1,31.1,,item_507,,48.8,31.1,31.1,-49.50307080516668,111.70307080516667
0.3,0.0,0.0,,item_508,,0.3,0.0,0.0,-80.60307080516668,80.60307080516668
26.6,16.6,16.6,,item_509,,26.6,16.6,16.6,-64.00307080516669,97.20307080516667
72.3,64.6,64.6,,item_510,,72.3,64.6,64.6,-16.003070805166686,145.20307080516667
28.2,20.9,20.9,,item_511,,28.2,20.9,20.9,-59.70307080516668,101.50307080516669
19.4,14.5,14.5,,item_512,,19.4,14.5,14.5,-66.10307080516668,95.10307080516668
10.6,1.6,1.6,,item_513,,10.6,1.6,1.6,-79.00307080516669,82.20307080516667
0.1,0.1,0.1,,item_514,,0.1,0.1,0.1,-80.50307080516669,80.70307080516667
10.2,16.1,16.1,,item_515,,10.2,16.1,16.1,-64.50307080516669,96.70307080516667
49.7,69.0,69.0,,item_516,,49.7,69.0,69.0,-11.60307080516668,149.60307080516668
2.0,1.0,1.0,,item_517,,2.0,1.0,1.0,-79.60307080516668,81.60307080516668
80.7,78.1,78.1,,item_518,,80.7,78.1,78.1,-2.5030708051666863,158.70307080516667
11.1,13.5,13.5,,item_519,,11.1,13.5,13.5,-67.10307080516668,94.10307080516668
59.8,33.8,33.8,,item_520,,59.8,33.8,33.8,-46.80307080516668,114.40307080516668
0.0,0.1,0.1,,item_521,,0.0,0.1,0.1,-80.50307080516669,80.70307080516667
65.3,96.1,96.1,,item_522,,65.3,96.1,96.1,15.496929194833314,176.70307080516667
101.4,38.5,38.5,,item_523,,101.4,38.5,38.5,-42.10307080516668,119.10307080516668
67.8,293.6,293.6,,item_524,,67.8,293.6,293.6,212.99692919483334,374.2030708051667
36.2,96.8,96.8,,item_525,,36.2,96.8,96.8,16.196929194833317,177.4030708051667
16.0,6.4,6.4,,item_526,,16.0,6.4,6.4,-74.20307080516667,87.00307080516669
9.7,1.4,1.4,,item_527,,9.7,1.4,1.4,-79.20307080516667,82.00307080516669
88.6,21.7,21.7,,item_528,,88.6,21.7,21.7,-58.90307080516668,102.30307080516668
1.4,0.8,0.8,,item_529,,1.4,0.8,0.8,-79.80307080516668,81.40307080516668
0.0,0.0,0.0,,item_530,,0.0,0.0,0.0,-80.60307080516668,80.60307080516668
195.1,265.3,265.3,,item_531,,195.1,265.3,265.3,184.69692919483333,345.9030708051667
9.8,4.8,4.8,,item_532,,9.8,4.8,4.8,-75.80307080516668,85.40307080516668
2.4,0.6,0.6,,item_533,,2.4,0.6,0.6,-80.00307080516669,81.20307080516667
0.0,0.0,0.0,,item_534,,0.0,0.0,0.0,-80.60307080516668,80.60307080516668
2.1,1.0,1.0,,item_535,,2.1,1.0,1.0,-79.60307080516668,81.60307080516668
18.4,16.2,16.2,,item_536,,18.4,16.2,16.2,-64.40307080516668,96.80307080516668
10.7,3.7,3.7,,item_537,,10.7,3.7,3.7,-76.90307080516668,84.30307080516668
47.7,23.8,23.8,,item_538,,47.7,23.8,23.8,-56.80307080516668,104.40307080516668
14.0,6.2,6.2,,item_539,,14.0,6.2,6.2,-74.40307080516668,86.80307080516668
0.1,0.3,0.3,,item_540,,0.1,0.3,0.3,-80.30307080516668,80.90307080516668
7.5,6.8,6.8,,item_541,,7.5,6.8,6.8,-73.80307080516668,87.40307080516668
29.2,16.8,16.8,,item_542,,29.2,16.8,16.8,-63.80307080516668,97.40307080516668
35.8,24.5,24.5,,item_543,,35.8,24.5,24.5,-56.10307080516668,105.10307080516668
0.0,0.0,0.0,,item_544,,0.0,0.0,0.0,-80.60307080516668,80.60307080516668
34.8,19.5,19.5,,item_545,,34.8,19.5,19.5,-61.10307080516668,100.10307080516668
40.4,32.5,32.5,,item_546,,40.4,32.5,32.5,-48.10307080516668,113.10307080516668
22.8,24.2,24.2,,item_547,,22.8,24.2,24.2,-56.40307080516668,104.80307080516668
5.8,18.2,18.2,,item_548,,5.8,18.2,18.2,-62.40307080516668,98.80307080516668
2.5,1.0,1.0,,item_549,,2.5,1.0,1.0,-79.60307080516668,81.60307080516668
35.2,46.4,46.4,,item_550,,35.2,46.4,46.4,-34.20307080516668,127.00307080516669
47.3,70.2,70.2,,item_551,,47.3,70.2,70.2,-10.403070805166678,150.80307080516667
23.7,27.3,27.3,,item_552,,23.7,27.3,27.3,-53.30307080516668,107.90307080516668
67.1,42.4,42.4,,item_553,,67.1,42.4,42.4,-38.20307080516668,123.00307080516669
32.5,25.8,25.8,,item_554,,32.5,25.8,25.8,-54.80307080516668,106.40307080516668
1.2,44.8,44.8,,item_555,,1.2,44.8,44.8,-35.80307080516668,125.40307080516668
19.9,35.2,35.2,,item_556,,19.9,35.2,35.2,-45.40307080516668,115.80307080516668
21.7,18.7,18.7,,item_557,,21.7,18.7,18.7,-61.90307080516668,99.30307080516668
24.8,25.0,25.0,,item_558,,24.8,25.0,25.0,-55.60307080516668,105.60307080516668
40.4,12.5,12.5,,item_559,,40.4,12.5,12.5,-68.10307080516668,93.10307080516668
134.1,62.2,62.2,,item_560,,134.1,62.2,62.2,-18.403070805166678,142.80307080516667
66.6,67.3,67.3,,item_561,,66.6,67.3,67.3,-13.303070805166683,147.9030708051667
33.6,4.4,4.4,,item_562,,33.6,4.4,4.4,-76.20307080516667,85.00307080516669
0.1,0.0,0.0,,item_563,,0.1,0.0,0.0,-80.60307080516668,80.60307080516668
10.8,10.9,10.9,,item_564,,10.8,10.9,10.9,-69.70307080516667,91.50307080516669
33.8,28.8,28.8,,item_565,,33.8,28.8,28.8,-51.80307080516668,109.40307080516668
52.7,69.8,69.8,,item_566,,52.7,69.8,69.8,-10.803070805166683,150.4030708051667
27.9,17.4,17.4,,item_567,,27.9,17.4,17.4,-63.20307080516668,98.00307080516669
0.3,0.1,0.1,,item_568,,0.3,0.1,0.1,-80.50307080516669,80.70307080516667
134.7,181.8,181.8,,item_569,,134.7,181.8,181.8,101.19692919483333,262.4030708051667
96.4,110.8,110.8,,item_570,,96.4,110.8,110.8,30.196929194833317,191.4030708051667
83.7,53.5,53.5,,item_571,,83.7,53.5,53.5,-27.10307080516668,134.10307080516668
11.7,10.8,10.8,,item_572,,11.7,10.8,10.8,-69.80307080516668,91.40307080516668
0.3,0.0,0.0,,item_573,,0.3,0.0,0.0,-80.60307080516668,80.60307080516668
230.2,159.8,159.8,,item_574,,230.2,159.8,159.8,79.19692919483333,240.4030708051667
21.2,20.3,20.3,,item_575,,21.2,20.3,20.3,-60.30307080516668,100.90307080516668
0.0,0.0,0.0,,item_576,,0.0,0.0,0.0,-80.60307080516668,80.60307080516668
0.2,0.1,0.1,,item_577,,0.2,0.1,0.1,-80.50307080516669,80.70307080516667
111.0,9.9,9.9,,item_578,,111.0,9.9,9.9,-70.70307080516667,90.50307080516669
0.7,0.1,0.1,,item_579,,0.7,0.1,0.1,-80.50307080516669,80.70307080516667
24.1,23.7,23.7,,item_580,,24.1,23.7,23.7,-56.90307080516668,104.30307080516668
40.4,25.0,25.0,,item_581,,40.4,25.0,25.0,-55.60307080516668,105.60307080516668
11.5,8.0,8.0,,item_582,,11.5,8.0,8.0,-72.60307080516668,88.60307080516668
28.1,27.4,27.4,,item_583,,28.1,27.4,27.4,-53.20307080516668,108.00307080516669
14.8,29.2,29.2,,item_584,,14.8,29.2,29.2,-51.40307080516668,109.80307080516668
0.0,0.2,0.2,,item_585,,0.0,0.2,0.2,-80.40307080516668,80.80307080516668
73.5,173.8,173.8,,item_586,,73.5,173.8,173.8,93.19692919483333,254.4030708051667
15.6,62.7,62.7,,item_587,,15.6,62.7,62.7,-17.903070805166678,143.30307080516667
8.8,5.1,5.1,,item_588,,8.8,5.1,5.1,-75.50307080516669,85.70307080516667
3.0,0.9,0.9,,item_589,,3.0,0.9,0.9,-79.70307080516667,81.50307080516669
13.8,5.5,5.5,,item_590,,13.8,5.5,5.5,-75.10307080516668,86.10307080516668
69.3,37.1,37.1,,item_591,,69.3,37.1,37.1,-43.50307080516668,117.70307080516667
39.9,28.6,28.6,,item_592,,39.9,28.6,28.6,-52.00307080516668,109.20307080516667
